sep=,
node,bidir_probs,deeprank_probs,ns_paths,min_depths,max_depths,in_degrees,pageranks
Memory footprint,0.5961538461538461,0.003311509143503965,13,3,5,0.0026595744680851063,0.0007318350801982087
MacOS,0.3146067415730337,0.012298964779069188,178,3,5,0.0398936170212766,0.004802838371100816
Inside plant,1.0,0.003787878787878788,1,3,3,0.0026595744680851063,0.0006294517621351354
Template (C++),0.21022727272727273,0.0029128433239141043,11,3,5,0.005319148936170213,0.0007778797945325778
William Procter Prize for Scientific Achievement,0.375,0.004353883664228492,2,3,5,0.0026595744680851063,0.0006154105083802112
Computer science,0.5021929824561403,0.03886282138707085,342,3,5,0.07712765957446809,0.022034785172166643
List of government space agencies,0.825,0.004543199855699854,10,3,5,0.015957446808510637,0.002481043694857757
Object (computer science),0.3165322580645161,0.010871807601622322,155,3,5,0.02925531914893617,0.005196517408390333
Bell System,0.33695652173913043,0.006204712071522819,23,3,5,0.007978723404255319,0.001567955196536944
GNU toolchain,0.375,0.0008610571412211529,8,3,5,0.0026595744680851063,0.0005512350030848206
C++ Standard Library,0.2604166666666667,0.008934398957315442,24,3,5,0.013297872340425532,0.0011950399038569111
C Sharp (programming language),0.2851027397260274,0.035148280102260954,73,2,5,0.02925531914893617,0.0014821265029191875
IOS,0.4177295918367347,0.009691546468070212,196,3,5,0.02925531914893617,0.005265961384207241
Sun acquisition by Oracle,0.19181034482758622,0.0015548975358965099,29,3,5,0.005319148936170213,0.0007675217548519276
Missile,0.6666666666666666,0.0021903559403559404,3,3,5,0.0026595744680851063,0.0005819255703671284
GNU Classpath,0.2361111111111111,0.0013349333167038348,18,3,5,0.0026595744680851063,0.0006257962882653822
Freescale Semiconductor,0.38636363636363635,0.0012059851177280765,11,3,5,0.005319148936170213,0.0007527463614279179
Solid-state drive,0.42391304347826086,0.0016047287422258727,23,3,5,0.007978723404255319,0.0018099181700426223
ISO basic Latin alphabet,0.6388888888888888,0.003226637972408031,9,3,5,0.005319148936170213,0.0007800656890125397
World Wide Web,0.4270833333333333,0.012554392306955384,24,3,5,0.015957446808510637,0.0044610822201858625
Standards organization,0.5264084507042254,0.04348851329206964,71,3,5,0.018617021276595744,0.008660613040652113
GNU Project,0.3116438356164384,0.003616167811010283,73,3,5,0.02127659574468085,0.001975531206074569
Memory safety,0.5,0.001392945249375117,11,3,5,0.005319148936170213,0.0006264737853917974
Page description language,0.51,0.008731356798419555,25,3,5,0.005319148936170213,0.00139650865701546
Web browser,0.46207865168539325,0.012900869432291979,89,3,5,0.02127659574468085,0.0060952173303068635
Handwriting,1.0,0.0027847646424721526,2,3,5,0.0026595744680851063,0.0006192692537884866
Programmable read-only memory,0.5138888888888888,0.001403755156816882,9,3,5,0.005319148936170213,0.0009977552764417633
Computing,0.6290322580645161,0.009756223898362894,124,3,5,0.02925531914893617,0.007362714089757951
Tuple relational calculus,0.325,0.0017669419058307947,5,3,5,0.0026595744680851063,0.000684497858174588
Flash memory,0.5512820512820513,0.0047516484402414525,78,3,5,0.026595744680851064,0.0038046696017812985
Bytecode,0.47093023255813954,0.00670730822269722,43,3,5,0.013297872340425532,0.0016588821564231335
S.A. (corporation),0.38636363636363635,0.0016311647553114142,11,3,5,0.0026595744680851063,0.0006871851191686082
Console game,0.5978260869565217,0.002443161746267894,23,3,5,0.0026595744680851063,0.0011674320754835894
Syntactic sugar,0.3625,0.001477380788792442,20,3,5,0.005319148936170213,0.0006191833547891282
Business telephone system,0.6875,0.006628787878787878,4,3,5,0.007978723404255319,0.0010379056290003331
State Space Agency of Ukraine,0.5,0.0014880952380952378,3,3,5,0.005319148936170213,0.0008835369467467001
University of Illinois/NCSA Open Source License,0.18269230769230768,0.001852727667939679,13,3,5,0.005319148936170213,0.0005918372082684213
Eiffel (programming language),0.3888888888888889,0.002850206847346247,27,3,5,0.007978723404255319,0.0007418569182952737
Web search engine,0.55,0.0326985413905977,35,2,5,0.013297872340425532,0.002079966407917021
Proprietary software,0.5058139534883721,0.008533310122760755,86,3,5,0.02925531914893617,0.0027476515271907683
Transistor,0.46875,0.006081242619290551,48,3,5,0.015957446808510637,0.005374897583472566
IBM XL C/C++ Compilers,0.5,0.03051188577504367,3,2,5,0.005319148936170213,0.0007560514416718454
Morgan Stanley,0.375,0.004353883664228492,2,3,5,0.0026595744680851063,0.0006154105083802112
Dennis Ritchie,0.2128623188405797,0.0025887565461666733,69,3,5,0.005319148936170213,0.0009868688026344972
Algorithm,0.5452830188679245,0.024423552128463876,265,3,5,0.031914893617021274,0.017523292720807163
Software portability,0.5625,0.007474785815472715,68,3,5,0.015957446808510637,0.0023593222708316593
SQL,0.359375,0.03272860700620318,40,2,5,0.026595744680851064,0.003415259593000156
Robot,0.6666666666666666,0.0021903559403559404,3,3,5,0.0026595744680851063,0.0005819255703671284
Bell Labs,0.29389880952380953,0.03390567829125575,84,2,5,0.02925531914893617,0.0038577053252710656
Flight simulator,0.5978260869565217,0.002443161746267894,23,3,5,0.0026595744680851063,0.0011674320754835894
Electronic funds transfer,1.0,0.003367003367003367,1,3,3,0.0026595744680851063,0.0006079540859706931
Scope (computer science),0.49166666666666664,0.00421552626503914,75,3,5,0.010638297872340425,0.0023318662206212974
Shareware,0.35,0.0024503657262277953,5,3,5,0.007978723404255319,0.0007951362493976477
Microsoft,0.41634615384615387,0.0168479168329004,130,3,5,0.0425531914893617,0.004172274086411077
Class-based programming,0.24594155844155843,0.004284224390444243,77,3,5,0.013297872340425532,0.0020924217632451486
Western Electric,0.36538461538461536,0.002026421672307462,13,3,5,0.005319148936170213,0.0008332202455993502
Soviet space program,0.42857142857142855,0.002604166666666666,7,3,5,0.007978723404255319,0.0016856101535723724
Haskell (programming language),0.3394396551724138,0.002156327962540433,58,3,5,0.015957446808510637,0.000957066524546537
Astronomical object,0.5178571428571429,0.00487213672649161,28,3,5,0.018617021276595744,0.005516984346691177
Solar System,0.5798611111111112,0.00504663010750673,36,3,5,0.02127659574468085,0.007669408412838062
Visual C++,0.3125,0.03031898600610568,4,2,5,0.005319148936170213,0.0006751367341809527
European Space Agency,0.6428571428571429,0.0016731334909745703,7,3,5,0.005319148936170213,0.0009145944453409681
Microcontroller,0.375,0.004701595346912508,36,3,5,0.015957446808510637,0.0019564661201810344
EPROM,0.7575757575757576,0.0019639699033723902,33,3,5,0.010638297872340425,0.0016241032912029806
IcedTea,0.2361111111111111,0.0013349333167038348,18,3,5,0.0026595744680851063,0.0006257962882653822
BIOS,0.5,0.0013878719896702142,13,3,5,0.005319148936170213,0.0009739938970631318
International Electrotechnical Commission,0.28125,0.005130671797338465,4,3,5,0.0026595744680851063,0.0006413861256545559
Media player (software),0.5978260869565217,0.002443161746267894,23,3,5,0.0026595744680851063,0.0011674320754835894
Electronic hardware,0.6666666666666666,0.0021903559403559404,3,3,5,0.0026595744680851063,0.0005819255703671284
C11 (C standard revision),0.1875,0.0008610571412211529,8,3,5,0.0026595744680851063,0.0005512350030848206
Assembly language,0.3225,0.013888495976034036,200,3,5,0.02127659574468085,0.0053778580129647344
Database schema,0.4891304347826087,0.004269076704562392,23,3,5,0.010638297872340425,0.0016209221528943904
Nobel Prize,0.38636363636363635,0.0016311647553114142,11,3,5,0.0026595744680851063,0.0006871851191686082
8-bit,0.6666666666666666,0.0021903559403559404,3,3,5,0.0026595744680851063,0.0005819255703671284
Programming paradigm,0.44502314814814814,0.014299502701719239,216,3,5,0.0398936170212766,0.0034858689688099286
Planetary flyby,0.5,0.0012626262626262625,1,3,3,0.0026595744680851063,0.0006789464251878117
Common Language Infrastructure,0.4567307692307692,0.004223593250779844,26,3,5,0.010638297872340425,0.0013287004542225696
Asteroid,0.671875,0.0036943843193843187,16,3,5,0.013297872340425532,0.0062978256578452374
Electronics,0.5906862745098039,0.00890040639949791,51,3,5,0.02127659574468085,0.00807705778691015
Statement (computer science),0.3125,0.00546288962234255,64,3,5,0.007978723404255319,0.001308076145406691
Computer scientist,0.3058510638297872,0.00895055781562218,47,3,5,0.007978723404255319,0.004026187444821223
Geneva,0.5714285714285714,0.018861706008893184,42,3,5,0.005319148936170213,0.0020476938169832117
Computer,0.5716783216783217,0.05730149215600708,572,3,5,0.0851063829787234,0.04005319717246844
Word (computer architecture),0.6739130434782609,0.003816127986071598,23,3,5,0.010638297872340425,0.0015867619452201095
Digital Mars,0.203125,0.0015153334647760365,8,3,5,0.005319148936170213,0.0006774769601573759
Julia (programming language),0.3678571428571429,0.0016782701065958534,35,3,5,0.007978723404255319,0.000773026506325681
F Sharp (programming language),0.24155405405405406,0.0018041540983394048,37,3,5,0.010638297872340425,0.0008336272123933603
Data control language,0.325,0.0017669419058307947,5,3,5,0.0026595744680851063,0.000684497858174588
Data definition language,0.59375,0.002398255037143926,8,3,5,0.007978723404255319,0.0009005090742777686
E-commerce,1.0,0.030303030303030304,1,2,2,0.005319148936170213,0.0008972978379989239
Web page,0.3854166666666667,0.008868472818209495,24,3,5,0.007978723404255319,0.0037358434083233035
American National Standards Institute,0.49053030303030304,0.00485884425792317,66,3,5,0.010638297872340425,0.0012388622055229115
English alphabet,0.5833333333333334,0.030909594015047868,9,2,5,0.007978723404255319,0.0012431127608080509
Computer architecture,0.4722222222222222,0.00950849106853389,162,3,5,0.02925531914893617,0.005408557771387558
Alexander Graham Bell,0.5357142857142857,0.015218751045466869,21,3,5,0.007978723404255319,0.005489491352851544
Processor register,0.3146551724137931,0.005807321276020084,87,3,5,0.018617021276595744,0.004241688829817169
Dial tone,0.5,0.003787878787878788,1,3,3,0.0026595744680851063,0.0006294517621351354
ARM Holdings,0.40384615384615385,0.002256821966814031,13,3,5,0.007978723404255319,0.0007706971488314997
Data mining,0.7,0.003909846766989624,5,3,5,0.0026595744680851063,0.0007442206336375683
Computing platform,0.44772727272727275,0.005570227778380653,55,3,5,0.02127659574468085,0.00166358297390442
