sep=,
node,bidir_probs,deeprank_probs,ns_paths,min_depths,max_depths,in_degrees,pageranks
Sun Microsystems,0.5990566037735849,0.001142466560314606,53,4,5,0.005710850616170724,0.00028579168292882734
Compact Cassette,0.7647058823529411,3.7596170988866645e-05,17,4,5,0.00030057108506161706,9.143811156655404e-05
Reality,0.9166666666666666,0.00010990710704669516,12,4,5,0.0006011421701232341,9.634992804260184e-05
Ecma International,0.625,0.0005779584290767277,22,4,5,0.0015028554253080852,0.00010879712849277319
Jens Eilstrup Rasmussen,0.25,3.1591022537197046e-05,3,4,5,0.00030057108506161706,6.188005687954789e-05
Documentary film,0.625,0.00015692259685394698,8,4,5,0.0015028554253080852,0.00021341283092524152
General Electric,0.625,0.002293860514080664,30,3,5,0.005710850616170724,0.0003637088713593787
List of countries by number of military and paramilitary personnel,0.8888888888888888,1.995909297222451e-05,9,4,5,0.0012022843402464682,0.00020524188053759243
Read-only memory,0.7,0.00020953073446168397,40,4,5,0.0027051397655545534,0.0003451589350012466
Sign,0.8928571428571429,0.0005217748594009061,14,4,5,0.0006011421701232341,0.0007012143218636885
Visual programming language,0.8333333333333334,0.00027162573263994475,18,4,5,0.00030057108506161706,9.525032521895627e-05
Model–view–controller,0.625,0.040674426814430974,12,2,5,0.0021039975954313195,9.560172504861294e-05
"Java Platform, Micro Edition",0.6875,0.00010148280604839253,8,4,5,0.0009017132551848512,6.85596269085697e-05
Mondelez International,0.25,0.0003605769230769231,2,4,5,0.00030057108506161706,6.566753053116802e-05
Smartphone,0.6701388888888888,0.003866569487187124,396,4,5,0.023745115719867746,0.0028618204488733783
Northwestern University,0.35714285714285715,0.00019512911310065395,7,4,5,0.00030057108506161706,8.612280169718105e-05
List of countries with universal health care,1.0,1.821095571095571e-05,1,4,4,0.00030057108506161706,6.045136030482784e-05
Web directory,0.5147058823529411,0.0006548738151064559,17,4,5,0.0009017132551848512,0.00012575002943588938
Universal Studios Singapore,0.6944444444444444,9.057924881136757e-05,9,4,5,0.00030057108506161706,6.038747373488711e-05
Time Person of the Year,0.5,0.00011434125146499728,2,4,5,0.00030057108506161706,5.708840217637564e-05
Dell,0.625,0.0011341358383761449,20,3,5,0.0033062819356777877,0.0001779594017303622
RCA,0.6388888888888888,0.001738407437350307,9,3,5,0.0018034265103697023,0.00013339450852168633
Founding Fathers of the United States,0.875,4.402247092305572e-05,4,4,5,0.0006011421701232341,7.216224841978793e-05
Linked list,0.6916666666666667,0.0014473172726447597,30,4,5,0.0024045686804929365,0.00015809877600412054
Curriculum vitae,0.48214285714285715,6.690669211677292e-05,14,4,5,0.0012022843402464682,0.00011927014246643553
Atom,0.75,0.00027263883678399725,11,4,5,0.0024045686804929365,0.0015004421755484623
Governor of California,0.8571428571428571,4.323753198856869e-05,7,4,5,0.0009017132551848512,7.963864625612407e-05
Subroutine,0.7446808510638298,0.0041488191060365396,188,4,5,0.013225127742711151,0.0012497590176811296
Document Object Model,0.7336956521739131,0.00783495224698334,46,4,5,0.0021039975954313195,0.000138786289376531
Electronic document,0.7586206896551724,0.0009866986527926813,29,4,5,0.0015028554253080852,0.00016779107327152598
Loader (computing),0.7894736842105263,0.0005619582266478628,19,4,5,0.0015028554253080852,0.00015621812416834392
AOL Mail,0.2916666666666667,0.000279303298476521,12,4,5,0.00030057108506161706,8.213940057341335e-05
Scaleform Corporation,0.7,5.383219161150242e-05,5,4,5,0.00030057108506161706,5.4636646600525554e-05
Intel 80186,0.75,5.124972774275222e-05,9,4,5,0.0006011421701232341,6.93523076842677e-05
Architectural pattern,0.75,0.0020220790581722556,6,3,5,0.0009017132551848512,6.96836701769512e-05
Universal Product Code,0.8157894736842105,0.00034149170630319304,19,4,5,0.0012022843402464682,0.00019522024408118502
List of tallest buildings in Chicago,1.0,0.00017806267806267804,1,4,4,0.00030057108506161706,5.9627818355192846e-05
Samuel Morse,0.8571428571428571,0.0001290997014681225,7,4,5,0.00030057108506161706,0.000126486350845761
Letter (message),0.8125,0.00024333490885966748,12,4,5,0.00030057108506161706,8.861699331585682e-05
Application framework,0.875,0.0006800665993966972,20,4,5,0.0012022843402464682,8.527028812252997e-05
Ease of doing business index,0.8333333333333334,2.026560499578175e-05,3,4,5,0.0009017132551848512,0.00011908557344019984
Sphere,0.9,0.00021439643703687224,5,4,5,0.0015028554253080852,0.0005230617614135234
Web content,0.5604166666666667,0.001520646622933386,60,4,5,0.0015028554253080852,0.00025233578580948136
Broadcast delay,0.5,0.00020089122653225218,2,4,5,0.0006011421701232341,0.0001569310025870479
Dow Jones & Company,0.5555555555555556,0.003931408680649035,9,3,5,0.0015028554253080852,0.00015465867273434925
Manitoba,0.6111111111111112,0.00011012129210658622,9,4,5,0.0021039975954313195,0.0001931824414250584
List of countries by research and development spending,1.0,1.821095571095571e-05,1,4,4,0.00030057108506161706,6.045136030482784e-05
Digital art,0.7,5.383219161150242e-05,5,4,5,0.00030057108506161706,5.4636646600525554e-05
Bandwidth (computing),0.7580645161290323,0.0008059527739560444,31,4,5,0.0030057108506161704,0.00027763778761361155
Developed country,0.5214285714285715,0.0007498696949453595,70,4,5,0.0066125638713555755,0.0020500470073110933
Social relation,0.9047619047619048,0.0004597128851279926,21,4,5,0.0018034265103697023,0.0020969676504255597
Brazil,0.6190476190476191,0.0004376483998292869,21,4,5,0.004809137360985873,0.0007070610497950726
Columbia Business School,1.0,0.0002717798770430349,2,4,5,0.0006011421701232341,7.880321133981746e-05
Natural philosophy,0.8333333333333334,3.111059324112337e-05,9,4,5,0.0018034265103697023,0.0010420848487326076
Immutable object,0.4342105263157895,5.5714871376062433e-05,19,4,5,0.0012022843402464682,7.94368148830232e-05
Alphabet,0.7857142857142857,0.000724724082650782,7,4,5,0.0012022843402464682,0.0005059502885719859
Software standard,1.0,9.916162917108097e-05,3,4,5,0.0006011421701232341,8.173671993840638e-05
Microsoft Edge,0.4572072072072072,0.0013442035785338304,111,4,5,0.0024045686804929365,0.00019928928724201008
Parliamentary system,0.6145833333333334,0.0002143798261831486,24,4,5,0.0033062819356777877,0.000428939816489229
Logistic function,0.4375,5.852515853171634e-05,4,4,5,0.00030057108506161706,5.9714455407476674e-05
NASDAQ-100,0.75,0.00011284355272389549,8,4,5,0.0009017132551848512,7.22455239488621e-05
Egalitarianism,0.5,0.00025074007482474303,4,4,5,0.0009017132551848512,0.00023033485686501553
Group of Seven,0.5833333333333334,0.00012820706859392126,15,4,5,0.0021039975954313195,0.0003655322264553077
Pixel,0.5625,0.00018983456742950513,12,4,5,0.0018034265103697023,0.00018790606319491902
Startup company,0.7159090909090909,0.0009493317701583505,22,4,5,0.0036068530207394047,0.000310826102428059
File sharing,0.775,0.00019647240142660577,30,4,5,0.0009017132551848512,0.0001739213720311947
Plain text,0.765,0.001640895550223601,100,4,5,0.0033062819356777877,0.0003995368808598005
Media type,0.6521739130434783,0.003681903851688005,23,3,5,0.0018034265103697023,0.00014756232961669227
Diversification (marketing strategy),0.8125,3.008134975804987e-05,8,4,5,0.00030057108506161706,6.142995894074484e-05
Data dictionary,0.6666666666666666,0.00021727500894167564,6,4,5,0.0006011421701232341,6.918524810018378e-05
Molecule,0.9090909090909091,0.00026727033982310445,11,4,5,0.0024045686804929365,0.0015300515998284913
Teledyne Technologies,0.40625,3.008134975804987e-05,8,4,5,0.00030057108506161706,6.142995894074484e-05
"Redmond, Washington",0.41544117647058826,0.00022204690247097937,34,4,5,0.0012022843402464682,9.62480196538384e-05
Charles Wheatstone,0.8571428571428571,0.0001290997014681225,7,4,5,0.00030057108506161706,0.000126486350845761
Eval,0.71875,0.0002503989459803378,8,4,5,0.0006011421701232341,8.548713406980448e-05
Java virtual machine,0.75,0.0008489272487911189,39,4,5,0.005410279531109107,0.0002484187685090416
Fusion (TV channel),0.5,0.00021367521367521368,1,4,4,0.00030057108506161706,6.057844049893109e-05
16-bit,0.6764705882352942,0.00015203044289107092,17,4,5,0.0024045686804929365,0.0001454457804063351
Spain,0.8541666666666666,0.0004968648380067435,12,4,5,0.0033062819356777877,0.0007547032323320374
British Columbia,0.6730769230769231,0.0002006439066490958,13,4,5,0.0033062819356777877,0.0003038231356238473
Judaism,1.0,1.7795578436310702e-05,5,4,5,0.0006011421701232341,0.00016058022517187982
Web mapping,0.42857142857142855,5.719514740747831e-05,7,4,5,0.0012022843402464682,0.0001019536948230026
Videotelephony,0.5,0.000204843871415191,7,4,5,0.0009017132551848512,0.0001649647210666132
Scheduling (computing),0.7083333333333334,0.0006379091850795351,48,4,5,0.0021039975954313195,0.0002590892374418634
Longitude,0.6111111111111112,0.0002766694212689672,9,4,5,0.0015028554253080852,0.0006384063656970302
Collective noun,0.8529411764705882,0.0007632099073033091,34,4,5,0.00030057108506161706,0.0001613118650779319
Confirm Project,0.5,0.0006471223522853958,3,4,5,0.00030057108506161706,6.464878787172531e-05
Carnegie Classification of Institutions of Higher Education,0.7142857142857143,0.00019512911310065395,7,4,5,0.00030057108506161706,8.612280169718105e-05
Asia,0.7291666666666666,0.00029639094489503776,24,4,5,0.005410279531109107,0.001426970130330037
Spandrel,0.5,4.1091387245233394e-05,1,4,4,0.00030057108506161706,5.3940896998181714e-05
Permissive software licence,0.5773809523809523,0.0014937739570774142,21,4,5,0.0021039975954313195,0.00013578250193408813
Software bug,0.782258064516129,0.01062249395297722,31,3,5,0.004508566275924256,0.00044689120941479127
American English,0.9,0.0009315173298128682,35,4,5,0.0036068530207394047,0.001619690904794468
Free Software Foundation,0.475,0.0016730019583295298,35,4,5,0.0021039975954313195,0.00023147582575253742
Public offering,0.4375,0.00013163069265739413,12,4,5,0.0006011421701232341,0.00011066613336291025
Intercontinental Exchange,0.5,0.0002923962977696009,7,4,5,0.0006011421701232341,0.0001131274168169749
Ethernet,0.5803571428571429,0.0005042649205287796,28,4,5,0.0027051397655545534,0.0003811962488280956
Advertising agency,0.5,9.533954085969576e-05,4,4,5,0.0006011421701232341,0.00010669342898765145
Motherboard,0.7575757575757576,0.002180648474084105,66,3,5,0.004207995190862639,0.0005039872947256885
Google Pixel,0.5,0.0001755934336025869,6,4,5,0.0006011421701232341,6.956513787260915e-05
System call,0.46195652173913043,0.0005794982032877055,46,4,5,0.0015028554253080852,0.00014968590765508197
India,0.79375,0.0010270892079010654,40,3,5,0.013826269912834385,0.0022384115570668857
Mull of Kintyre,1.0,0.0006868131868131869,2,4,5,0.0006011421701232341,0.00012669907539895273
Instruction set,0.6163793103448276,0.010135739524682613,232,4,5,0.012022843402464681,0.0020790582342563764
Open standard,0.7162162162162162,0.003868358933516121,74,3,5,0.0024045686804929365,0.00016873342887578833
Mercator projection,0.5,3.1591022537197046e-05,3,4,5,0.00030057108506161706,6.188005687954789e-05
Sound card,0.7804878048780488,0.0007587233633675699,41,4,5,0.0012022843402464682,0.0002689300381661272
Sam Walton,0.34375,7.137158726122484e-05,8,4,5,0.0012022843402464682,9.568873921941029e-05
Value (computer science),0.75,0.0032213697351089394,59,3,5,0.004809137360985873,0.0004135205159843333
Green growth,1.0,2.7316433566433566e-05,2,4,5,0.0006011421701232341,8.613522265821881e-05
Free and open-source software,0.5666666666666667,0.01517232221867948,135,3,5,0.011421701232341448,0.0005085393951168081
Culture of Chicago,0.35714285714285715,0.00019512911310065395,7,4,5,0.00030057108506161706,8.612280169718105e-05
Windows Mobile,0.6323529411764706,0.0006261296744219906,51,4,5,0.0030057108506161704,0.00016468168844696547
"University of Maryland, College Park",0.42857142857142855,0.00012091301332577073,7,4,5,0.0006011421701232341,7.103065934350073e-05
Medicine,0.8043478260869565,0.0003500109089250831,23,4,5,0.0033062819356777877,0.0014888167482469314
Heroku,0.4166666666666667,0.000229713468349832,3,4,5,0.0006011421701232341,6.454066188357833e-05
Connectionless communication,0.6944444444444444,0.00033007463235693415,9,4,5,0.0015028554253080852,0.00022363703863640644
