sep=,
node,bidir_probs,deeprank_probs,ns_paths,min_depths,max_depths,in_degrees,pageranks
Federal Aviation Administration,1.0,0.0038461538461538464,1,3,3,0.0026041666666666665,0.0006765618346376424
Model–view–viewmodel,1.0,0.038461538461538464,1,2,2,0.005208333333333333,0.0007720374293479794
Online advertising,0.7307692307692307,0.0007835922684245304,13,3,5,0.0026041666666666665,0.0007525583937399656
Internet,0.6097756410256411,0.032835625082125605,156,3,5,0.046875,0.01253939383516345
Object (computer science),0.6854838709677419,0.00548197866942052,62,3,5,0.015625,0.0024559474881278454
NBCUniversal,0.5961538461538461,0.0064148531369998775,26,3,5,0.018229166666666664,0.003113210950224557
Aliasing (computing),0.9285714285714286,0.0024894918201554357,7,3,5,0.0026041666666666665,0.0008406536144264592
Browser extension,0.6911764705882353,0.0020821364477535175,34,3,5,0.0078125,0.0008156731001693152
C Sharp (programming language),0.6271929824561403,0.006412971243979838,57,3,5,0.013020833333333332,0.0017159978057226582
YouTube,0.4107142857142857,0.0023861563709886326,14,3,5,0.005208333333333333,0.0010527820432522576
Alphabet Inc.,0.2890625,0.002045258604461576,32,3,5,0.015625,0.0021333497566674462
Comcast Technology Center,0.8,0.0017241035949917527,5,3,5,0.0026041666666666665,0.0008211323898601275
World Wide Web,0.5674019607843137,0.044012538493383976,306,3,5,0.049479166666666664,0.021338889427193006
Application programming interface,0.7258064516129032,0.01505102662727885,93,3,5,0.03125,0.002322665578387677
Translator (computing),0.42105263157894735,0.006927276662190583,19,3,5,0.005208333333333333,0.0015660942713417413
Web browser,0.6487771739130435,0.048938669510401996,368,3,5,0.05989583333333333,0.014819724348198551
Walgreens Boots Alliance,0.375,0.007211538461538462,2,3,4,0.005208333333333333,0.001112904758829984
First-class function,0.6896551724137931,0.0018211544218973497,29,3,5,0.0026041666666666665,0.000651846228833943
Web resource,0.5,0.008256470038490825,70,3,5,0.0078125,0.00403893582151491
Computing,0.8277777777777777,0.021195163081321827,135,3,5,0.033854166666666664,0.00849757129180369
Business logic,1.0,0.001950947603121516,2,3,4,0.005208333333333333,0.0006864591843549738
Flash memory,0.8636363636363636,0.0018900251550753224,11,3,5,0.005208333333333333,0.002010129232175604
Attribute–value pair,0.375,0.0032868241719173396,8,3,5,0.0026041666666666665,0.0007136011286075427
Online game,0.875,0.0018885071680102737,4,3,5,0.0026041666666666665,0.0006525702512144571
Portable Document Format,0.7121212121212122,0.0025295865948604147,33,3,5,0.005208333333333333,0.0009110974284408048
Java,1.0,0.0016722408026755853,1,3,3,0.0026041666666666665,0.0006012765891957053
Cascading Style Sheets,0.4260752688172043,0.014093328533003694,93,3,5,0.020833333333333332,0.0024736008019271383
Software design pattern,0.9375,0.005611600959427047,8,3,5,0.0078125,0.0011056265342173366
Boost Mobile,0.5416666666666666,0.0032278546258809417,6,3,5,0.0078125,0.0010539172581347472
Googleplex,0.3,0.0009446135507272772,20,3,5,0.005208333333333333,0.0009339003239679825
"Overland Park, Kansas",0.8333333333333334,0.0016519999250262409,3,3,5,0.0026041666666666665,0.0006859345829175031
Google Nexus,0.36538461538461536,0.0007835922684245304,13,3,5,0.0026041666666666665,0.0007525583937399656
Commercial broadcasting,0.6176470588235294,0.004055611785874944,17,3,5,0.0078125,0.0014635175080907226
Alexa Internet,0.65625,0.004906374091206691,32,3,5,0.015625,0.011912058544879905
Site-specific browser,0.7121212121212122,0.003709661589907623,33,3,5,0.005208333333333333,0.0007316723330949832
Vivendi,0.7884615384615384,0.0027011053943619733,13,3,5,0.0078125,0.0012896758710136081
Web search engine,0.7242647058823529,0.00722024559878511,68,3,5,0.020833333333333332,0.002007967212860563
Sergey Brin,0.3080357142857143,0.001406836089608855,28,3,5,0.010416666666666666,0.0014112615179594148
Television network,0.63125,0.009876497030387186,40,3,5,0.020833333333333332,0.0038872513007316613
News magazine,0.75,0.004273504273504273,2,3,4,0.005208333333333333,0.000906540488336908
Variable (mathematics),0.5833333333333334,0.007297184127847744,9,3,5,0.005208333333333333,0.0021626757817956215
Gartner,0.875,0.0018885071680102737,4,3,5,0.0026041666666666665,0.0006525702512144571
Internet service provider,0.5882352941176471,0.005663915181184,34,3,5,0.013020833333333332,0.0021821211424407137
Lenovo,0.675,0.0027160167140897447,30,3,5,0.010416666666666666,0.001710747482276607
Sprint Corporation,0.6666666666666666,0.040626813224067235,6,2,5,0.026041666666666664,0.0031958624590790823
Microsoft,0.6568181818181819,0.014922742862542093,110,3,5,0.041666666666666664,0.004485898138149513
Browser game,0.5238095238095238,0.0020064904153612928,21,3,5,0.005208333333333333,0.0007164326264645431
Chrome OS,0.34375,0.0012166655153258257,24,3,5,0.005208333333333333,0.0011765732396396208
Node.js,0.4186046511627907,0.0501594057106135,43,2,5,0.018229166666666664,0.0014555052855700738
Execution (computing),0.6979166666666666,0.00957167339250993,72,3,5,0.013020833333333332,0.003647345525109712
"Kansas City, Kansas",0.7307692307692307,0.0007835922684245304,13,3,5,0.0026041666666666665,0.0007525583937399656
List of computer system manufacturers,0.8,0.0010540834119429439,5,3,5,0.0026041666666666665,0.0008187144598816602
Preferred stock,0.7307692307692307,0.0007835922684245304,13,3,5,0.0026041666666666665,0.0007525583937399656
Chief executive officer,0.6458333333333334,0.010113579946703111,48,3,5,0.026041666666666664,0.0037069359710915697
NBC,0.6302083333333334,0.045603188001047464,24,2,5,0.033854166666666664,0.007012790122255778
Good Morning America,0.5,0.003205128205128205,1,3,3,0.0026041666666666665,0.0007063913886620467
Dynamic loading,0.4583333333333333,0.0044609495736686626,18,3,5,0.005208333333333333,0.0010470444137499722
Andrew Grove,0.4,0.0010540834119429439,5,3,5,0.0026041666666666665,0.0008187144598816602
Intel Array Building Blocks,0.4,0.0010540834119429439,5,3,5,0.0026041666666666665,0.0008187144598816602
HTML element,0.6334269662921348,0.048115256762138375,89,3,5,0.015625,0.006512942482588177
Chipset,0.6136363636363636,0.001253557588777553,11,3,5,0.005208333333333333,0.0009975063070313804
"Deerfield, Illinois",0.4166666666666667,0.006009615384615385,3,3,5,0.005208333333333333,0.0008916214238033634
Database schema,0.47,0.00982699704231722,25,3,5,0.0078125,0.0029211725793721476
Web service,0.5052083333333334,0.004696188307936654,24,3,5,0.005208333333333333,0.0010317293667489284
Long-distance calling,0.8333333333333334,0.003655205053231369,6,3,5,0.0078125,0.001392896767043808
CVS Health,1.0,0.004807692307692308,1,3,3,0.0026041666666666665,0.0007339554238232805
TechCrunch,1.0,0.0038461538461538464,1,3,3,0.0026041666666666665,0.0006765618346376424
Doctor of Philosophy,0.631578947368421,0.0009484414035253817,19,3,5,0.005208333333333333,0.0009239322276698999
Linux Foundation,0.4722222222222222,0.0018428609919184562,18,3,5,0.005208333333333333,0.0007531223001099468
Programming paradigm,0.8041237113402062,0.009355322362488953,97,3,5,0.020833333333333332,0.004042545681417353
Initial public offering,0.6885964912280702,0.00485644447694437,57,3,5,0.013020833333333332,0.002568583544504218
LinkedIn,0.4338235294117647,0.004281872770749726,51,3,5,0.010416666666666666,0.002964246524726335
Web application,0.6636904761904762,0.043580102694417595,252,3,5,0.078125,0.007724130558972345
Graphical user interface,0.7903225806451613,0.010049794114647815,62,3,5,0.026041666666666664,0.003476241434901086
Larry Page,0.3080357142857143,0.001217026746481434,28,3,5,0.010416666666666666,0.001233212618736185
Sunday morning talk show,1.0,0.004807692307692308,2,3,4,0.005208333333333333,0.0010066150381743387
Scalability,0.5238095238095238,0.0042702160391174275,21,3,5,0.005208333333333333,0.0009904247064063047
Wireless,0.625,0.013221388139151299,14,3,5,0.010416666666666666,0.016382446705233523
Libscore,1.0,0.038461538461538464,1,2,2,0.0026041666666666665,0.0006016722390294424
Comparison of layout engines (HTML5),1.0,0.002958579881656805,1,3,3,0.0026041666666666665,0.0006120850604764128
Real-time web,0.5238095238095238,0.0042702160391174275,21,3,5,0.005208333333333333,0.0009904247064063047
Netflix,0.55,0.002410259034232886,20,3,5,0.005208333333333333,0.0007503541990800971
Petabyte,0.6875,0.0010257901078763742,16,3,5,0.005208333333333333,0.000965789161803746
Web page,0.5039772727272728,0.036410830648877436,220,3,5,0.03645833333333333,0.010524253348704172
Solution stack,0.375,0.003814367450731088,2,3,4,0.0026041666666666665,0.0006231316403303409
GNU Affero General Public License,0.5714285714285714,0.005246633276936308,7,3,5,0.0026041666666666665,0.0008479908228192314
20/20 (U.S. TV series),0.5,0.003205128205128205,1,3,3,0.0026041666666666665,0.0007063913886620467
File hosting service,0.6710526315789473,0.00121001134472919,19,3,5,0.005208333333333333,0.0010886584790339234
Xen,0.4,0.0010540834119429439,5,3,5,0.0026041666666666665,0.0008187144598816602
Comcast,0.5340909090909091,0.006396944663117909,22,3,5,0.0234375,0.0028182862424267403
Jeff Zucker,0.8,0.0017241035949917527,5,3,5,0.0026041666666666665,0.0008211323898601275
Webmail,0.45357142857142857,0.012060257614100576,70,3,5,0.005208333333333333,0.002941433023384652
Ionic (mobile app framework),0.5,0.001702434039390561,3,3,5,0.0026041666666666665,0.0006290620443020673
Canada–United States border,0.6607142857142857,0.0035102948343079927,14,3,5,0.005208333333333333,0.0011554769092044733
Computing platform,0.8221153846153846,0.006962726672476661,52,3,5,0.0234375,0.001699604210552569
